id,name,neighborhood_overview,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10797386,★Bright Apt★2 BDR★in the South★breakfast nearby★,"Antwerp's South district is the go to hotspot for lovers of culture and an overall artistic experience. Here you are embraced by refined architecture, art galleries, many lovely restaurants and small bars. The Museum of Fine Arts, contemporary art museum (MHKA) and photography museum (FOMU) are just a 5 minute walk away.  A 10 minute walk to the famous shopping street the Meir.",55801902,Inge,f,1,1,t,f,"Antwerp, Belgium",Zuid,51.20855,4.39967,Entire apartment,Entire home/apt,4,,1.5 baths,2,4,"[""Hangers"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony"", ""Smoke alarm"", ""Shampoo"", ""Paid parking on premises"", ""Stove"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Washer"", ""Microwave"", ""Paid parking off premises"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Host greets you"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Carbon monoxide alarm"", ""Cooking basics""]",$125.00 ,30,31,30,30,1125,1125,30,1125,t,30,60,90,365,14,0,0,97,10,10,10,10,10,9,f,1,1,0,0,0.61
10845191,Cosy Studio Historic Centre,,56170552,Ada & Wim,t,1,1,t,t,,Historisch Centrum,51.22237,4.4026,Private room in townhouse,Private room,3,,1 private bath,1,2,"[""Stove"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""TV"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Host greets you"", ""Heating"", ""Microwave"", ""Private entrance"", ""Garden or backyard"", ""Pocket wifi"", ""Dishes and silverware"", ""Baby bath"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""High chair"", ""Paid parking off premises"", ""Shampoo"", ""Children\u2019s books and toys""]",$31.00 ,1,1125,1,1,1125,1125,1,1125,t,25,41,66,236,331,37,2,97,10,10,10,10,10,10,f,1,0,1,0,5.54
10865022,Small Loft! Beautiful Panorama! Ideal for a couple,There is a bus/tramstop in front of the door. A train station 5min away. A lot of nice and fun bars and restaurants you'll find at 'The South' what is only a 10min walk. A half hour for the city centre or with public transport less than 10minutes. It's so close to everything and still in a quiet neighborhood.,14336753,Bert,t,5,5,t,t,"Antwerpen, Vlaanderen, Belgium",Brederode,51.20287,4.39347,Entire loft,Entire home/apt,4,,1.5 baths,1,1,"[""Stove"", ""Oven"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Coffee maker"", ""Patio or balcony"", ""Host greets you"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dishes and silverware"", ""Free street parking"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""Shampoo""]",$75.00 ,2,1125,2,2,1125,1125,2,1125,t,0,1,31,181,118,9,0,96,10,9,10,10,10,10,f,5,3,2,0,1.97
11004345,Luxury flat FREE PARKING @ Antwerp Old Town + WiFi,"This apartment is situated at the best location in town. From here you can do anything on foot. The Groenplaats square is just around the corner, as well as the Cathedral.<br />There are plenty of restaurants, bars and markets nearby, as well as shops and musea (Rubenshuis, Plantin-Moretus..).",43247005,Rebecca,t,15,15,t,f,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.21805,4.39979,Entire apartment,Entire home/apt,5,,1 bath,1,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Body soap"", ""Hangers"", ""Essentials"", ""Portable fans"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Freezer"", ""High chair"", ""Shower gel"", ""Long term stays allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Free street parking"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Nespresso machine"", ""Carbon monoxide alarm"", ""Iron"", ""Free parking garage on premises \u2013 1 space"", ""Hair dryer"", ""Baking sheet"", ""Extra pillows and blankets"", ""Lockbox"", ""Cable TV"", ""Baby bath"", ""Cooking basics"", ""Dedicated workspace""]",$71.00 ,1,1125,1,3,1125,1125,2.9,1125,t,4,31,61,336,35,15,1,98,10,10,10,10,10,10,f,15,15,0,0,2.03
11007796,Hip flat @ Antwerp Old Town + fast WiFi,"This apartment is situated at the best location in town. From here you can do anything on foot. The Groenplaats square is just around the corner, as well as the Cathedral.<br />There are plenty of restaurants, bars and markets nearby, as well as shops and musea (Rubenshuis, Plantin-Moretus..).",43247005,Rebecca,t,15,15,t,f,"Antwerpen, Belgium",Historisch Centrum,51.21813,4.40057,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Body soap"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Bed linens"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Freezer"", ""Iron"", ""Ethernet connection"", ""Nespresso machine"", ""Smoke alarm"", ""Portable fans"", ""High chair"", ""Paid parking off premises"", ""Shampoo"", ""Lockbox""]",$54.00 ,1,1125,2,3,1125,1125,2.9,1125,t,1,1,1,1,42,6,0,95,10,10,10,10,10,9,f,15,15,0,0,0.79
11036503,Antwerpen apartment 1,,57272728,Lahkim,f,4,4,t,t,,Centraal Station,51.21815,4.41903,Entire apartment,Entire home/apt,4,,1 bath,2,2,"[""Washer"", ""TV"", ""Kitchen"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Hangers"", ""Dedicated workspace"", ""Dryer"", ""Essentials""]",$92.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,30,0,0,88,9,9,10,9,10,9,t,4,4,0,0,0.5
11052512,2 bedroom Deluxe apartment,,30529416,Kelly,f,0,0,t,f,,Stadspark,51.20897,4.42151,Entire apartment,Entire home/apt,4,,2 baths,2,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Bathtub"", ""Shower gel"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""Stove"", ""Elevator"", ""Hot water"", ""Bed linens"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Pocket wifi"", ""Single level home"", ""Extra pillows and blankets"", ""Private entrance"", ""Coffee maker"", ""Cable TV"", ""Baby bath"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$127.00 ,2,1125,2,2,1125,1125,2,1125,t,21,23,23,297,0,0,0,,,,,,,,f,1,1,0,0,
11052720,comfortabel en duurzaam kamperen,AuTENTiek plaatst je tent waar jij wil. Wij hebben toffe suggesties op onze sait.,57363821,Ann,f,1,1,t,f,"Antwerpen, Vlaanderen, Belgium",Markgrave,51.19312,4.40768,Tent,Entire home/apt,6,,0 baths,4,16,"[""Essentials""]",$110.00 ,2,7,2,2,7,7,2,7,t,28,58,88,363,2,0,0,100,8,10,10,10,10,10,f,1,1,0,0,0.04
11054114,antwerpen apartment 2,,57272728,Lahkim,f,4,4,t,t,,Centraal Station,51.21905,4.41799,Entire apartment,Entire home/apt,4,,1 bath,2,2,"[""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Elevator"", ""Essentials"", ""Cable TV"", ""Dryer"", ""TV"", ""Heating"", ""Wifi""]",$89.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,360,20,1,0,81,8,9,9,9,9,8,t,4,4,0,0,0.34
11054989,antwerpen apartment 3,,57272728,Lahkim,f,4,4,t,t,,Centraal Station,51.21801,4.41766,Entire apartment,Entire home/apt,4,,1 bath,2,2,"[""Washer"", ""Kitchen"", ""Air conditioning"", ""Dedicated workspace"", ""Elevator"", ""Hangers"", ""Essentials"", ""Cable TV"", ""Dryer"", ""TV"", ""Heating"", ""Wifi""]",$91.00 ,1,1125,1,1,1125,1125,1,1125,t,28,58,88,348,25,2,0,84,9,9,10,9,9,9,t,4,4,0,0,0.42
11055119,antwerpen apartment 4,,57272728,Lahkim,f,4,4,t,t,,Centraal Station,51.21769,4.4179,Entire apartment,Entire home/apt,4,,1 bath,1,1,"[""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Elevator"", ""Hangers"", ""Essentials"", ""Dryer"", ""TV"", ""Heating"", ""Wifi""]",$89.00 ,1,1125,1,1,1125,1125,1,1125,t,28,58,88,363,47,1,0,86,9,9,9,9,9,9,t,4,4,0,0,0.8
11111703,New Appartement,,57724118,Marc,t,1,1,t,f,,Borgerhout Intra Muros Zuid,51.21333,4.43093,Entire apartment,Entire home/apt,2,,1.5 baths,1,1,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Bathtub"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm""]",$61.00 ,5,1125,5,5,1125,1125,5,1125,t,0,16,46,321,15,3,1,100,10,9,10,10,9,9,f,1,1,0,0,0.27
11149337,Charming apartment with garden!,"Lovely old town Deurne, just 5km outside the city center. All necessary amenities are in a radius of 500m. <br />Located near a huge and lovely park. ""Rivierenhof"". <br />Play garden, tennis, mini golf concert hall etc.<br />Big shopping mall ""wijnegem shopping center"".<br />Close to Sportpaleis and Trix.",3632195,Sally,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Deurne Zuid West,51.20733,4.4568,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Hair dryer"", ""Shampoo"", ""Free parking on premises"", ""Washer"", ""TV"", ""Kitchen"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Wifi"", ""Hot water"", ""Dedicated workspace"", ""Dryer"", ""Iron"", ""Essentials""]",$78.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,244,11,1,0,95,10,10,9,9,9,9,f,1,1,0,0,0.21
11205171,NEW - lovely apartment - historic A,,13255065,Nathalie & Gerhard,f,1,1,t,f,,Universiteitsbuurt,51.22287,4.40876,Entire apartment,Entire home/apt,4,,1 bath,1,1,"[""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Elevator"", ""Hot water"", ""Essentials"", ""Cable TV"", ""Cooking basics"", ""TV"", ""Heating"", ""Wifi""]",$59.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,143,6,0,94,10,9,10,10,10,9,f,1,1,0,0,2.42
11209398,Modern flat @ Antwerp hotspot!WI-FI,"This apartment is situated at the best location in town. From here you can do anything on foot. The Groenplaats square is just around the corner, as well as the Cathedral.<br />There are plenty of restaurants, bars and markets nearby, as well as shops and musea (Rubenshuis, Plantin-Moretus..).",43247005,Rebecca,t,15,15,t,f,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.21894,4.4017,Entire apartment,Entire home/apt,5,,1 bath,1,2,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Paid parking on premises"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Bathtub"", ""Dishes and silverware"", ""Baby bath"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Ethernet connection"", ""Smoke alarm"", ""High chair"", ""Paid parking off premises"", ""Shampoo""]",$75.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,4,0,0,95,10,9,10,10,10,9,f,15,15,0,0,0.23
11234792,Specious appt in the city center,,58570541,Raïssa,t,1,1,t,f,,Historisch Centrum,51.22138,4.39954,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Refrigerator"", ""Paid parking on premises"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Host greets you"", ""Babysitter recommendations"", ""Cable TV"", ""Heating"", ""First aid kit"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Pocket wifi"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Cleaning before checkout"", ""Wifi"", ""Long term stays allowed"", ""Iron"", ""Ethernet connection"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$92.00 ,2,1125,2,2,1125,1125,2,1125,t,30,60,90,365,53,7,0,96,10,9,10,10,10,10,f,1,1,0,0,0.93
11288058,DOMIEN (gehele woning of kamer),,57800268,D.,f,2,2,t,t,,Zuid,51.20843,4.39661,Private room in apartment,Private room,4,,1 bath,2,2,"[""Hangers"", ""First aid kit"", ""Essentials"", ""Gym"", ""Smoke alarm"", ""Shampoo"", ""Dryer"", ""Kitchen"", ""Iron"", ""Elevator"", ""Washer"", ""Free parking on premises"", ""Indoor fireplace"", ""Air conditioning"", ""Cable TV"", ""Dedicated workspace"", ""Breakfast"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Carbon monoxide alarm"", ""TV""]",$94.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,0,0,0,,,,,,,,f,1,0,1,0,
11320350,Apartment in historic center - 2nd,"You can find really everything within one kilometer! Museums, picturesque streets, churches, bars, markets, shopping streets, restaurants ... <br />This is one of the nicest parts of Antwerp!<br /><br />It takes you a five minutes walk to find the magnificent Cathedral of Our Lady, the old square (Grote Markt) or Green Square (Groenplaats).<br />At 200m are the Rockoxhouse, St. Anne chapel or the Late Gothic St. James church.<br />You can visit a lot of museums nearby  including the Rubens House, the MAS or the Museum Plantin-Moretus .<br />Also for shopping there can not be a better location! The famous Meir is just around the corner, the area around the National Street and the Fashion Museum is only 10 minutes away.",21926085,Vanessa,f,3,3,t,f,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.22169,4.40872,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Fire extinguisher"", ""TV"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shampoo"", ""Hair dryer"", ""Essentials""]",$89.00 ,30,1124,30,30,1124,1124,30,1124,t,1,1,1,1,1,0,0,100,10,10,10,10,10,10,f,3,3,0,0,0.02
11340464,"Trendy Apartment - ""ZUID""","The apartment lies in the peaceful Willem Lepelstraat (car-free part, which is  quite helpful for your night rest;)). On one side of the Willem Lepelstraat, you can find the famous ""Nationalestraat"", where several designer stores are located. On the other side, the Willem Lepelstraat borders the ""Kloosterstraat"", which is known for its cosy coffee bars as well as antique/vintage stores. <br />Walk 2 min further down the Kloosterstraat and you will find the ""Vlaamse and Waalse kaaien"", that are filled with bars and restaurants.<br />On 5 min walking distance from the apartment, there is also a Delhaize supermarket.",45230415,Vincent,f,0,0,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21249,4.39435,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Hot water"", ""Patio or balcony"", ""Hangers"", ""Essentials"", ""Dryer"", ""Hair dryer"", ""TV"", ""Heating"", ""Wifi""]",$71.00 ,2,1125,2,2,1125,1125,2,1125,t,26,56,86,176,39,2,2,97,10,10,10,10,10,10,f,1,1,0,0,0.67
11386961,Light and space in Antwerp Zuid ap,"""het Zuid"" is a trendy neighborhood in Antwerp, with the best bakery in town, with many supermarkets, bars and restaurants on walking distance.",29142151,Suzy,t,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Zuid,51.20966,4.38592,Entire apartment,Entire home/apt,4,,2.5 baths,2,3,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""First aid kit"", ""Heating"", ""Microwave"", ""Dishwasher"", ""Free parking on premises"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Dryer"", ""Iron"", ""Smoke alarm"", ""Shampoo"", ""Children\u2019s books and toys"", ""Children\u2019s dinnerware""]",$80.00 ,21,1125,21,21,1125,1125,21,1125,t,30,60,90,365,5,1,0,96,10,9,10,10,10,9,f,3,3,0,0,0.09
11470423,BOHEMIAN HOUSE ANTWERP,"The House is located in the Art Nouveau Area, and 15mimutes away from the City Centre.",4261413,Jackie,f,15,15,t,t,"Antwerp, Flanders, Belgium",Oud - Berchem,51.20071,4.43299,Private room in hostel,Private room,6,,2.5 shared baths,4,12,"[""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Breakfast"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""First aid kit"", ""Hot water"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Iron"", ""Paid parking on premises"", ""Hair dryer"", ""Dedicated workspace"", ""Cable TV"", ""Smoke alarm""]",$249.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,6,0,0,77,8,6,9,9,8,7,f,15,0,8,5,0.11
11594953,Spacious apartment with terrace in Antwerp,"Close to the city centre.<br />The trendiest area in Antwerp, Zurenborg, with lots of café's and restaurants is just a short walk from the appartment.<br />The apartment itself is located in a newly developed neighborhood ('t Groen Kwartier) with famous restaurant ""The Jane"" right in the center.",61343779,Paul,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Haringrode,51.20359,4.42284,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Free parking on premises"", ""Washer"", ""TV"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Hangers"", ""Fire extinguisher"", ""Dryer"", ""Hair dryer"", ""Essentials""]",$100.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,67,4,0,99,10,10,10,10,10,10,t,1,1,0,0,1.36
11649861,LUXURY CENTRAL APARTMENT - Antwerp,,48249191,Lieven,f,1,1,t,t,,Theaterbuurt-Meir,51.21622,4.41184,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Fire extinguisher"", ""Washer"", ""Carbon monoxide alarm"", ""Kitchen"", ""Elevator"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Dedicated workspace"", ""Iron"", ""Essentials""]",$100.00 ,1,1125,1,1,1125,1125,1,1125,t,0,1,1,1,61,0,0,90,9,9,10,10,10,9,f,1,1,0,0,1.06
11677039,Lovely huge apartment in center,"Centrally situated , near the central station, Chinatown, Cinema, pubs and terraces on the Keyserlei, the shops and the old center all in a minutes walk away!",23967935,Mark,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Centraal Station,51.21826,4.41874,Entire apartment,Entire home/apt,8,,2 baths,3,3,"[""Stove"", ""Oven"", ""TV"", ""Smart lock"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Dishwasher"", ""Bathtub"", ""Pocket wifi"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Dryer"", ""High chair"", ""Paid parking off premises"", ""Children\u2019s books and toys"", ""Children\u2019s dinnerware""]",$159.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,115,11,0,94,10,10,9,10,9,9,f,1,1,0,0,2.13
11687167,ROOMIE DE AUDIO PLANT,Sportpaleis & lotto arena,34035873,Warre,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Oud - Merksem,51.23874,4.44225,Private room in house,Private room,2,,2 shared baths,1,1,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Garden or backyard"", ""Essentials"", ""Host greets you"", ""Free parking on premises"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Dryer"", ""Wifi"", ""Washer"", ""First aid kit"", ""Stove"", ""Free street parking"", ""Hot water"", ""Lock on bedroom door"", ""Oven"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Private entrance"", ""Coffee maker"", ""Cooking basics"", ""Smoke alarm""]",$26.00 ,14,1125,14,14,1125,1125,14,1125,t,29,59,89,89,37,0,0,92,9,8,10,10,9,9,f,1,0,1,0,0.65
11702316,Entire floor of a house  with a sun terrace,,7639316,David,t,1,1,t,t,,Zuid,51.2111,4.40071,Private room in house,Private room,3,,1.5 baths,2,2,"[""Refrigerator"", ""Smoke alarm"", ""Coffee maker"", ""Hot water"", ""Patio or balcony"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Heating"", ""Luggage dropoff allowed"", ""Wifi""]",$50.00 ,1,1125,1,2,1125,1125,1.3,1125,t,26,56,86,86,31,5,0,97,10,10,10,10,10,10,f,1,0,1,0,1.47
